co_cli;cliente;ciudad;direccion_principal;direccion_temporal;latitud;longitud;corregida
312822830;REPRESENTACIONES TORNIACERO C.A.;CARACAS;AVENIDA ARTURO MICHELENA EDIF ERMONT PISO PB LOCAL B URB SANTA MINICA CARACAS DTTO CAPITAL;NULL;10.47439736;-66.89368756;NO
308505293;E & E CUSTOM BROKERS, C.A;CARACAS;CALLE MUNICIPIO EDIF. PUERTO AZUL PISO 2 OF 2-05 Y 2-06 ZONA MUELLE, PTO CABELLO, PUERTO CABELLO, EDO CARABOBO.;NULL;10.47344811;-68.00832924;NO
501318271;ZEGAMANIA C.A.;CARACAS;AV LOS PROCERES CC LOS PROCERES NIVEL FERIA PISO 2 LOCAL P2-001 SECTOR CASCO CENTRAL CARACAS DTTO CAPITAL;NULL;10.47293035;-66.89521381;NO
2747552;ALFARERIA LA MARGARITA C.A.;GUATIRE;CTRA GUARENAS GUATIRE LOCAL S/N NRO. S/N URB LAS FLORES SECTOR LAS BARRANCAS GUATIRE EDO MIRANDA;NULL;10.46728055;-66.55596277;NO
501674086;DESARROLLOS 1947 RUTA C.A.;GUATIRE;AV INTERCOMUNAL GUARENAS-GUATIRE LOCAL NRO 02 ZONA INDUSTRIAL VEGA ARRIBA GUATIRE EDO MIRANDA;NULL;10.46673348;-66.56986408;NO
413143470;INVERSIONES REPUESTOS LOUCARS 2019 C.A.;GUATIRE;INTERCOMUNAL GUARENAS-GUATIRE DETRAS DEL CENTRO COMERCIAL BUENAVENTURA VISTA PLACE EDO MIRANDA;NULL;10.46592900;-66.57553985;NO
405709979;INVERSIONES RMR 2015 C.A.;CARACAS;CRTRA EL JUNQUITO KM 21 EDIF REFUGIO ALPINO PISO PB LOCAL 8 SECTOR MONTE GRAPPA EL JUNKO VARGAS DTTO CAPITAL;NULL;10.46438798;-67.06480757;NO
502607463;CARSMEC 712 C.A.;CARACAS;AV CIRCUNVALACION EL SOL CALLE EL HOTEL CC EL SOL NIVEL ESTACIONAMIENTO LOCAL 3 URB SANTA PAULA CARACAS EL CAFETAL EDO MIRANDA;NULL;10.46406342;-66.83381637;NO
502785841;INVERSIONES TODOAUTO 2301 C.A.;CARACAS;AV LAGO DE MARACAIBO CON VALENCIA CC CUMRES DE CURUMO NIVEL PB OF PB URB CUMPRES DE CURUMO CARACAS EDO MIRANDA;NULL;10.46141403;-66.88546419;NO
502085645;GRUPO INVICTUS12 C.A.;CARACAS;AV PRINCIPAL EL CAFETAL CC PLAZA LAS AMERICAS NIVEL 3 LOCAL 79 URB EL CAFETAL CARACAS EDO MIRANDA;NULL;10.45912907;-66.82909785;NO
412858513;CAUCHOS PLAZA 74 C.A.;CARACAS;AV BOULEVARD RAUL LEONI CC PLAZA LAS AMERICAS II ETAPA NUEVA NIVEL E2 LOCAL 01 URB EL CAFETAL CARACAS EDO MIRANDA;NULL;10.45805066;-66.82972241;NO
411329100;CORPORACION MOTORK PARTES C.A.;CARACAS;CALLE SUCRE 12 CC BRALOM NIVEL PB LOCAL 12 URB EL HATILLO CARACAS  EDO MIRANDA;NULL;10.45780659;-66.82901521;NO
3002160;CAUCHOS RIO DE ORO C.A.;CARACAS;AV. RIO DE ORO CON CALLE GIRASOL URB. PRADOS DEL ESTE CARACAS;NULL;10.45449211;-66.87577568;NO
954500;SVF CONSULTING REPRESENTACIONES C.A.;CARACAS;A RIO PARAGUA CC LA PIRAMIDE NIVEL 2 OF 201 SECTOR PRADO DEL ESTE CARACAS EDO MIRANDA;NULL;10.45318878;-66.87114306;NO
296005435;RAFCARS EXPRESS C.A.;CARACAS;AV PRINCIPAL DE LA GUAIRITA A 100 MTS DEL ARCO LOCAL RAFCARS EXPRESS URB LA GUAIRITA CARACAS E� HATILLO EDO MIRANDA;NULL;10.45000312;-66.82219569;NO
312711507;CUCHI LUB SERVICE C.A.;CARACAS;AV CAURIMARE EDIF RESIDENCIAS DAM PISO PB LOCAL B URB CARRETERA VIA EL CEMENTERIO DEL ESTE LA GUAIRITA EDO MIRANDA;NULL;10.44999315;-66.82219358;NO
412889044;INVERSIONES FANARDOS 123 C.A.;CARACAS;CALLE LA PEDRERA EDIF SANSON PISO PB LOCAL 3 SECTOR LAS MINAS DE BARUTA LAS MINAS DE BARUTA CARACAS EDO MIRANDA;NULL;10.44938878;-66.85787225;NO
411359033;AUTOPARTES Y REPUESTOS LAN, C.A;CARACAS;CALLE EL TEJAR CASA RESIDENCIAS BUCKINGHAN N� 09 URB COLINAS DE LA TRINIDAD CARACAS MIRANDA;NULL;10.44290805;-66.86401241;NO
402380135;TRANSPORTE RAUDO 1729 C.A.;CARACAS;AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA;NULL;10.43828676;-66.86419177;NO
317177800;MULTISERVICIOS LOS PREVETE C.A.;CARACAS;CALLE ENTRADA BARUTA EDIF RESIDENCIAS UNO PISO PB LOCAL PLANTA BAJA URB EL PLACER DE MARIA CARACAS;NULL;10.43763288;-66.87694046;NO
410270390;DISTRIBUIDORA VAL VAL C.A.;CARACAS;BARUTA AV SAN SEBASTIAN LOCAL A ANTES DE PROLICOR 1080 CARACAS EDO MIRANDA;NULL;10.43633696;-66.87423520;NO
413281139;7CARS AUTOPARTES C.A.;CARACAS;CALLE PAEZ CON RONDON CASA NRO 28 URB PUEBBLO NUEVO DE BARUTA CARACAS EDO MIRANDA;NULL;10.43601964;-66.87206903;NO
504708194;TRINI AUTOLAVADO Y MULTISERVICIOS C.A.;CARACAS;AVENIDA SAN SEBASTIAN CON CALLE PROVIDENCIA LOCAL ESTACION DE SERVICIO LA TRINIDAD NRO 1 ZONA LA TRINIDAD CARACAS EDO MIRANDA;NULL;10.43505384;-66.86955218;NO
315523213;CORPORACI�N EURO AVANT, C.A.;CARACAS;CALLE PRINCIPAL BARUTA, EL PLACER, CONJUNTO INDUSTRIAL PIEDRA AZUL, LOCAL N� 5. CARACAS;NULL;10.42899696;-66.87337027;NO
500300581;RECUPERADORA METAL CORP , C.A;CARACAS;INTERCOMUNAL LA BOYERA EL HATILLO C.C. PLAZA LA BOYERA, NIVEL NA LOCAL NA-L-29 CARACAS - EDO.MIRANDA;NULL;10.42894003;-66.84005241;NO
307358178;TEAM MARINE C.A.;CARACAS;AV PPAL HATILLO LOCAL CON SU MOTO AL FRENTE DE TIRE CENTER KLA BOYERA HATILLO EDO MIRANDA;NULL;10.42659329;-66.83602710;NO
313075035;TIRE CENTER LA BOYERA, C.A.;CARACAS;AV INTERCOMUNAL LA TRINIDAD-EL HATILLO, SECTOR LOS PINOS. LA BOYERA. CARACAS.;NULL;10.42639878;-66.83618193;NO
297992367;DISTRIBUIDORA PINOS 181297 C.A.;CARACAS;CALLE 2 DE MAYO CON CALLE BOLIVAR CASA SANTA ANA EL HATILLO CARACAS EDO MIRANDA;NULL;10.42555086;-66.82592084;NO
298085320;INVERSIONES CUICAUCHO JAS C.A.;CARACAS;CTRA LA MARIPOSA VIA LA MARIPOSA LOCAL NRO. 1 URB TURMERITO LAS MAYAS CARACAS;NULL;10.41996331;-66.92895165;NO
403917612;SILENCIADORES DA SILVA CARS, C.A.;CARACAS;CTRA LOS GUAYABITOS LOCAL PARCELAS NRO 13 Y 14 BARRIO EL PROGRESO CARACAS EDO MIRANDA;NULL;10.41739088;-66.87245677;NO
310128316;AUTOLAVADO RUSTIUNION C.A.;CARACAS;CTRA LA UNION LOCAL GALPONAUTOLAVADO RUSTIUNION NRO TURE EL HATILLO SECTOR EL OTRO LADO CARACAS EL HATILLO EDO MIRANDA;NULL;10.41487584;-66.82645979;NO
411397326;CAUCHOS ACCESORIOS TO�O WHEELS 028 C.A.;LOS TEQUES;CTRA PANAMERICANA KM 13 CC CAPO DI MONTE NIVEL PB LOCAL PB 1 Y PB2 URBANIZACION SAN ANTONIO DE LOS ALTOS MIRANDA;NULL;10.41120938;-66.95767154;NO
296212767;IMPLEMENTOS DOBLE & MOCHA C.A.;LOS TEQUES;CALLE PRINCIPAL EL PICACHO LOCAL GALPON NRO S/N URB EL PICACHO SAN ANTONIO DE LOS ALTOS EDO MIRANDA;NULL;10.37563921;-66.95760566;NO
304042868;AUTO BRANMAR, C.A.;LOS TEQUES;AV.PEDRO RUSSO FERRER EDIF.AUTO BRANMAR PISO PB LOCAL GALPON HYUNDAI, SECTOR EL TAMNOR - LOS TEQUES EDO.MIRANDA;NULL;10.35278617;-67.02956692;NO
309645196;AUTOACCESORIOS SUPERAUTO C.A.;LOS TEQUES;CTRA PANAMERICANA KM23 EDI REESD MARVI PISO PB LOCAL C SECTOR LOS CERRITOS LOS TEQUES EDO MIRANDA;NULL;10.34845504;-67.02418095;NO
316889939;SERVICAUCHOS DOBLE A II C.A.;LOS TEQUES;CTRA PANAMERICANA KM23 CASA PARCELA # 8 A-1 ZONA INDUSTRIAL LOS CERRITOS LOS TEQUES EDO MIRANDA;NULL;10.34826495;-67.02469589;NO
298962020;MULTIAUTOS EXITO 2200 C.A.;LOS TEQUES;CTRA PANAMERICANA KM 24 CASA NRO S/N URB LA MARTICA LOS TEQUES EDO MIRANDA;NULL;10.32898680;-67.04124556;NO
401494951;DISTRIBUIDORA NEUMAPARTS C.A.;VALENCIA;CALLE CEDE�O C/C MARI�O C.C.P. MARI�O LOCAL 7 GUACARA EDO CARABOBO;NULL;10.23028037;-67.87566014;NO
403331200;G & D CARS SHOP C.A.;MARACAY;AV INTERCOMUNAL MARACAY TURMERO CC EMPRESARIAL Y SERVICIOS VILLAS DEL ESTE LOCAL NIVEL PB LOCAL NRO 19 SECTOR VILLAS MARACAY EDO ARAGUA;NULL;10.21287388;-67.48224653;NO
75193687;TRANSPORTE INTERMUNDIAL S.A.;VALENCIA;CARRETERA VALENCIA GUIGUE AV. 73 LOCAL 103-500 SECTOR FLOR AMARILLO VALENCIA EDO CARABOBO;NULL;10.14654448;-67.94663915;NO
75033736;RENOVADORA CAUCA C.A.;BARQUISIMETO;CR 5 ENTRE CALLES 31 Y 32 EDF CAUCA PISO 1 LOCAL SEDE PRINCIPAL ZONA INDUSTRIAL I BARQUISIMETO EDO LARA;NULL;10.07502995;-69.35318576;NO
504892971;DIMCAUCHO EXPRESS III C.A.;BARQUISIMETO;CR 5 ENTRE CALLES 31 Y 33 LOCAL NRO S/N ZONA INDUSTRIAL I BARQUISIMETO EDO LARA;NULL;10.07380482;-69.35948476;NO
410290315;REPUESTOS Y LUBRICANTES TIPURO C.A.;MATUR�N;CALLE 01 MANZANA C2 CASA NRO 9 URB TIPURO MATURIN EDO MONAGAS;NULL;9.78334550;-63.19716930;NO
2355727;AGROPECUARIA EL RETORNO, C.A.;P�RITU;CTRA NACIONAL VIA TUREN EDIF S/N PISO P.B. OF PRINCIPAL DE AGROPECUARIA EL RETORNO, C.A. SECTOR EL DAN PIRITU PORTUGUESA;NULL;9.32939965;-69.17001608;NO
401057462;SUPER KAUCHOS GILSA C.A.;VALERA;AV BOLIVARIANA C/C 18 LOCAL NRO S/N URB LAS ACACIAS MUNICIPIO VALERA EDO TRUJILLO VALERA TRUJILLO;NULL;9.30559633;-70.60835807;NO
296573425;GRUPO CONERSA C.A.;BARCELONA;AV FERNANDEZ PADILLA LOCAL 7-31 SECTOR CENTRO SAN JOSE DE GUANIPA (EL TIGRITO) EDO ANZOATEQUI;NULL;8.89454714;-64.17659707;NO
302648785;FERREAGRO EL TIGRE C.A.;EL TIGRE;AV ESPA�A EDIF TOUFIC ABDALLAH PISO PB LOCAL NRO 67 SECTOR CENTRO EL TIGRE EDO ANZOATEQUI;NULL;8.89207037;-64.26342520;NO
310743339;MATADERO AVICOLA LOS LLANOS C.A.;VALENCIA;CALLE CEDE�O GALPON S/N BARRIO JIJAGUAS BARINAS EDO BARINAS;NULL;8.61646241;-70.18849419;NO
402986980;NEUMATICOS CASTILLITO C.A.;PUERTO ORDAZ;AV PRINCIPAL DE CASTILLITO LOCAL NRO 28 SECTOR UD-214 LOS MONOS PUERTOS ORDAZ CIUDAD GUAYANA EDO BOLIVAR;NULL;8.31405402;-62.70625360;NO
309968793;GERENPRO C.A.;PUERTO ORDAZ;AV SOROCAIMA EDIF EDIFICA PISO 1 LOCAL 01-A URB CHACAO CARACAS EDO MIRANDA;NULL;8.29209371;-62.79228595;NO
299985530;MULTICAUCHOS UNARE C.A.;CIUDAD GUAYANA;AVENIDA PRINCIPAL DE LA ZONA INDUSTRIAL DE UNARE II MANZ NRO 02 LOCAL PARCELA NRO 10 SECTOR ZONA INDUSTRIAL DE UNARE II  PUERTO ORDAZ CIUDAD GUAYANA BOLIVAR;NULL;8.27996807;-62.76328274;NO
107017;DELL ACQUA, C.A.;CIUDAD GUAYANA;AVENIDA LAS AMERICAS CC ANTO NIVEL 02 OF 02 SECTOR CENTRO DE PUERTO ORDAZ CIUDAD GUAYANA BOLIVAR;NULL;8.24544698;-62.82218962;NO
294188427;INVERSIONES S.S.& P. COMPA�IA ANONIMA;CIUDAD BOL�VAR;AV. ANDRES BELLO EDIF NEPIMAR PISO PB LOCAL 3 SECTOR AEROPUERTO CIUDAD BOLIVAR.;NULL;8.12772031;-63.53623318;NO
301724739;CONSTRUCCIONES Y PROYECTOS MAKA C.A.;CIUDAD BOL�VAR;CALLE BRUZUAL CASA MANZANA K2 NRO S/N URB ANDRES ELOY BLANCO PQUIA VISTA HERMOSA ANGOSTURA DEL ORINOCO CIUDAD BOLIVAR EDO BOLIVAR;NULL;8.10314695;-63.53295624;NO
310686998;RUSTISNORKEL ACCESORIOS 4X4 C.A.;SAN CRIST�BAL;CALLE PRINCIPAL LOCAL GALPON NRO. B-9 SECTOR MACHIRI SAN CRISTOBAL EDO TACHIRA;NULL;7.80394861;-72.21204578;NO
310891192;GEMACAUCHO C.A;SAN CRIST�BAL;CARRERA 9 CASA 3-60 BARRIO EL CARMEN LA CONCORDIA, SAN CRISTOBAL, EDO TACHIRA;NULL;7.74869348;-72.23217342;NO
405849770;LUBRICANTES QUINTERO SILVA C.A.;CARACAS;AVENIDA FERMIN TORO CASA NRO 9 PISO 1 URB SAN BERNARDINO CARACAS DTTO CAPITAL;NULL;1.05158996;-66.90353727;NO
502688609;REPUESTOS 1000 MILLAS C.A.;CARACAS;AVENIDA ANDRE BELLO FRENTA A LA CLINICA MENDEZ GIMON CARACAS DTTO CAPITAL;NULL;1.05094416;-66.93728155;NO
505253042;CHEVROMARIPEREZ C.A.;CARACAS;AV PPAL DE MARIPEREZ AUTUSTO C SANDINO EDIF MAX PISO PB LOCAL PB URB MARIPEREZ CARACAS DTTO CAPITAL;NULL;1.05064445;-66.88655641;NO
400698324;REPUESTOS ENCABUS 2012 C.A.;CARACAS;AV TERCERA CON TERCERA CALLE DE PROPATRIA LOCAL NRO 23-C URB PROPATRIA CARACAS DTTO CAPITAL;NULL;1.05028964;-66.95484420;NO
504760900;TALLERESLEO245-1 C.A.;CARACAS;AV SUCRE DE OS DOS CAMINOS ENTRE 7MA Y 8VA TRANSVERSAL QTA ESPERANZA URB LOS DOS CAMINOS CARACAS EDO MIRANDA;NULL;1.05028599;-66.83290204;NO
500160755;SUMINISTROS Y OBRAS ALTA TENSION 2017 CA;CARACAS;ESQUINA SAN FRANCISQUITO AV OESTE 18 Y SUR 14 EDF ARAGOT PISO PB OF 11 URB PARROQUIA SAN JUAN CARACAS DTTO CAPITAL;NULL;1.04968995;-66.92473704;NO
642788;NOMAD 4WD, C.A.;CARACAS;CALLE SAN IGNACIO DE LOYOLA QTA ITALMUEBLE PISO 1, CHACAO, CARACAS;NULL;1.04958787;-66.85597187;NO
507072878;DTLS AUTOPARTES 2025 C.A.;CARACAS;CALLE GUANCHEZ EDIF DON SILVIO PISO PB LOCAL 3 URB BUENA VISTA CARACAS EDO MIRANDA;NULL;1.04944874;-66.83032736;NO
305578249;TALLER CHBC C.A.;CARACAS;AV LIBERTADOR CON CALLE BERMUDEZ LOCAL TALLER CHBC URB BELLO CAMPO (CHACAO) CARACAS EDO MIRANDA;NULL;1.04905376;-66.85258649;NO
295755090;T & H PRODUCCIONES C.A.;CARACAS;AV FRANCISCO DE MIRANDA EDIF EASO PISO 9 OF LETRA D URB EL ROSAL CARACAS (CHACAO) EDO MIRANDA;NULL;1.04904401;-66.86602774;NO
300737020;INVERSIONES ENTREPRENUR C.A.;LOS TEQUES;CALLE GUAICAIPURO CON CALLE MOHEDANO LOCAL PARCELA NRO 206  URB EL ROSAL CARACAS (CHACAO) EDO MIRANDA;NULL;1.04891191;-66.86384628;NO
400199298;ARIDOS ESTRUCTURALES ARIESCA C.A.;CARACAS;CALLE GUAICAIPURO CON MOHEDANO EDIF TORRE HNER PISO 5 OF 5A URB EL ROSAL CHACAO CARACAS EDO MIRANDA;NULL;1.04889186;-66.86426640;NO
500671504;RUSTIAUTO 8K C.A.;CARACAS;CALLE OXFORD LOCAL CENTRO RORAIMA NRO 4 URB COLINAS DE BELLO MONTE CARACAS EDO MIRANDA;NULL;1.04883436;-66.87605938;NO
500434693;INVERSIONES TODOCAR�S C.A.;CARACAS;CALLE TERCERA CON AVENIDA PRINCIPAL MANZANA G CASA OLGUI�A URB LAS FUENTES CARACAS DTTO CAPITAL;NULL;1.04852122;-66.94334380;NO
412977709;INVERSIONES DOCTOR OIL C.A.;CARACAS;AV EL STADIUM ENTRE CALLES VARGAS Y CODAZZI QTA JUDIK NRO D URB LOS CHAGUARAMOS CARACAS DTTO CAPITAL;NULL;1.04838451;-66.88684556;NO
412617907;CENTRO DE LUBRICACION BBBS C.A.;CARACAS;AV EL PASEO EDIFICIO CABRINI LOS ROSALES CARACAS DTTO CAPITAL;NULL;1.04836572;-66.90282722;NO
402655246;IMPORTACIONES Y EXPORTACIONES EQUIMAR C.A.;CARACAS;AVENIDA EL ESTADIUM CON CALLE SANZ QTA BELEN NRO SECTOR III URB LOS CHAGUARAMOS CARACAS;NULL;1.04828229;-66.88743360;NO
313300489;DISTRIBUIDORA ODR C.A.;CARACAS;AVENIDA ROOSEVELT ENTRE CALLE AMERICA Y BERMUDEZ CASA NRO 49 URB LOS ROSALES CARACAS DTTO CAPITAL;NULL;1.04820574;-66.89854289;NO
310090203;MULTICAUCHOS LOS NARANJOS,  C.A.;CARACAS;CALLE SUBIDA ALTO HATILLO CASA NRO S/N URB. LOS NARANJOS CARACAS (EL HATILLO) MIRANDA;NULL;1.04817851;-66.89103003;NO
1700897;AUTOLAVADO EL MAYORAL, C.A.;CARACAS;AV EL PARQUE # 12 PLAZA TIUNA FRENTE A EDIFICIO FLORENCIA LOS ROSALES SANTA ROSALIA CARACAS DTTO FEDERAL;NULL;1.04811971;-66.89963486;NO
5002009817;CORPORACION FENIX 88 C.A.;CARACAS;AV JOSE MARIA VARGAS CC CENTRO COMERCIAL SANTA FE NIVEL D1 LOCAL C1-07 URB SANTA FE CARACAS EDO MIRANDA;NULL;1.04663389;-66.87158042;NO
312546220;INVERSIONES 202122 S.A.;CARACAS;AV. LAS COLINAS CC LAS COLINAS NIVEL E2 LOS SAMANES;NULL;1.04517440;-66.85069239;NO
404466738;AUTOMECANICA MARILU 2014, C.A.;CARACAS;CALLE FINAL DE LA PEDRERA CASA NRO 103 ZONA INDUSTRIAL GUAICAY CARACAS - MIRANDA;NULL;1.04485607;-66.85770113;NO
500834144;INYECTORES AMAZON C.A.;CARACAS;CALLE PRINCIPAL CASA LOMAS BAJAS NRO S/N SECTOR HOYO DE LA PUERTA CARACAS EDO MIRANDA;NULL;1.04353282;-66.87475746;NO
410790148;REMODELACIONES IVANRO C.A.;CARACAS;AV INTERCOMUNAL EL HATILLO LOCAL ESTACION DE SERVICIO LA ESMERALDA NRO 24-4 URB BARUTA CARACAS EDO MIRANDA;NULL;1.04318748;-66.85071863;NO
500002190;MOTOLAVADO EL HATILLO C.A.;CARACAS;EL HATILLO CALLE COMERRCIO CON CALLE SUCRE, CARACAS EDO MIRANDA;NULL;1.04234381;-66.82546380;NO
304556977;AUCROM S.A.;CARACAS;AV LAS LOMAS CC LOMAS DE LA LAGUNITA NIVEL MEZZANINA LOCAL MEZ-2 URB LOMAS DE LA LAGUNITA CARACAS (EL HATILLO) EDO MIRANDA;NULL;1.04212869;-66.80350175;NO
410489979;MULTISERVICIOS BIGOTIRE,C.A.;LOS TEQUES;CARRETERA PANAMERICANA KM 16, 8A. SAN ANTONIO DE LOS ALTOS - EDO MIRANDA;NULL;1.03692246;-66.98474976;NO
401318975;ASOCIACION CIVIL INDEPASIB;SANTA TERESA DEL TUY;CALLE LOS CLAVELES LOCAL C.C.M.C. EMPRESARIAL LAS FLORES, LOCAL NRO S/N URB LAS FLORES SANTA TERESA DEL TUY EDO MIRANDA;NULL;1.02315888;-66.66845227;NO
75301682;ASOC CIVIL UNION DE CONDUCTORES TURMERO MARACAY;MARACAY;CALLE ORINOCO CASA NRO 49 URB CESAR RODRIGUEZ PALENCIA TURMERO EDO ARAGUA;NULL;1.02255545;-67.53064452;NO
500187292;PITS AUTO PARTS C.A.;VALENCIA;CALLE 112 PASEO CUATRICENTENARIO LOCAL COMERCIAL NRO 11-405 EL BOSQUE VALENCIA EDO CARABOBO;NULL;1.01854121;-67.96483007;NO
80281632;RENOVADOS ORIENTE C.A.;MATUR�N;AVENIDA BELLA VISTA EDIF CARAMIA PISO PB OF 3 SECTOR BELLA VISTA MATURIN EDO MONAGAS;NULL;9.73622673;-63.21938262;NO
295425880;DISTRIBUIDORA MONTERREY S.A.;ACARIGUA-ARAURE;AV LOS PIONEROS SALIDA HACIA GUANARE LOCAL 01 ZONA ARAURE ARAURE EDO PORTUQUESA;NULL;9.53931615;-69.22662056;NO
313183270;GRUPO MUNDIAL C.A.;PUERTO ORDAZ;ZONA INDUSTRIAL MATANZAS CALLE EL SAMAN PARCELA 01-04B 1ER PISO PUERTO ORDAZ EDO BOLIVAR;NULL;8.27993590;-62.80398770;NO
501999929;ETNEIROS, C.A.;CIUDAD BOL�VAR;AV ANDRES BELLO CC NUCCIO NIVEL PB LOCAL 12-A SECTOR AVENIDA ANDRES BELLO PARROQUIA CATEDRAL MUNICIPIO ANGOSTURA DEL ORINOCO CIUDAD BOLIVAR EDO BOLIVAR;NULL;8.12805810;-63.53667476;NO
386579;VINCCLER C.A.;CARACAS;AV. PRINCIPAL LA SALLE EDIF. FIORELLA PISO PB APT PLANTA BAJA URB COLINAS DE LOS CAOBOS CARACAS;NULL;10.50518077;-66.88461311;NO
293628091;AUTODETAILING PROFESIONAL 123 C.A.;CARACAS;AV PPAL DE LA CASTELLANA CON CALLE JOSE ANGEL LAMAS LOCAL TIRE CENTER LA CASTELLANA NRO PB2 URB LA CASTELLANA CARACAS (CHACAO) EDO MIRANDA;NULL;10.49918863;-66.85251362;NO
296662134;TIRE CENTER LA CASTELLANA II, C.A.;CARACAS;AV. PRINCIPAL DE LA CASTELLANA CON JOSE ANGEL LAMAS, EDIF. TIRE CENTER, URB. LA CASTELLANA.;NULL;10.49915448;-66.85243367;NO
313808032;SOLUCIONES INTEGRALES ADI, C.A.;CARACAS;LA CAMPI�A - CARACAS;NULL;10.49798247;-66.87330151;NO
506731681;INVERSIONES Y PERIQUITOS TIMO C.A.;SANTA TERESA DEL TUY;AV OESTE 16 ESQUINA DE MONZON A PALMITA EDIF THAIS PISO PB LOCAL 1 SECTOR QUINTA CRESPO CARACAS DTTO CAPITAL;NULL;10.49692196;-66.91646385;NO
504977802;BIG WHELLS C.A.;CARACAS;CALLE CECILIO ACOSTA LOCAL NRO 10 URB CHACAO CARACAS EDO MIRANDA;NULL;10.49351672;-66.85387052;NO
500031327;GRUPO LUMOTORS CENTER 14 C.A.;CARACAS;AV PUENTE HIERRO INTERCEPCION DE LA AVENIDA PRINCIPAL Y LA PRIMERA CALLE EDIF CANAC PISO PB LOCAL PB URB LA FLORES DE PUENTE HIERRO CARACAS;NULL;10.49330780;-66.91303548;NO
502340432;GRUPO 3030, C.A.;CARACAS;CALLE 1RA CON TRANSVERSAL IZQUIERDA EDIF VOGUE PISO PB LOCAL LCPB-5 URB BOLEITA CARACAS EDO MIRANDA;NULL;10.48878626;-66.82385631;NO
311612017;CENTRO DE CAUCHOS MARICHE, C.A.;CARACAS;CARRETERA PETARE - SANTA LUCIA, KM8, SECTOR LA CANDELARIA, FILAS DE MARICHES;NULL;10.47911140;-66.78185819;NO
404012117;CAUCHERA PACAIRIGUA OM, C.A.;GUATIRE;CALLE RIVAS LOCAL NRO 74 URB. CASTILLEJO GUATIRE EDO.MIRANDA;NULL;10.47411613;-66.54696809;NO
500780397;DISTRIBUIDORA MUNDO EN RUEDAS 2030 C.A.;GUATIRE;CALLE RIVAS LOCAL NRO 17 ZONA CASCO TRADICIONAL GUATIRE EDO MIRANDA;NULL;10.47345634;-66.54245252;NO
410489219;MULTISERVICIOS EK2 2011, C.A;CARACAS;AV. PRINCIPAL EDIF.16 PISO 01 APT.1-D URB.TERRAZAS DE LA VEGA, CARACAS;NULL;10.46357250;-66.94847028;NO
411745070;KIOSCO LOS BOMBEROS EL CAFETAL C.A.;CARACAS;CARACAS EDO MIRANDA;NULL;10.45773807;-66.82725396;NO
297051627;MULTISERVICIOS LA GUAIRITA PRIX, C.A.;CARACAS;CALLE PPAL DE LA GUAIRITA. CARACAS - ESTADO MIRANDA.;NULL;10.45241858;-66.82145735;NO
294147569;INVERSIONES Y TRANSPORTES MI NUEVA ESPERANZA C.A.;CHARALLAVE;CTRA CHARALLAVE CUA CALLE 8 LOCAL NRO 125-B ZONA INDUSTRIAL RIO TUY CHARALLAVE EDO MIRANDA;NULL;10.21118207;-66.87389779;NO
500449321;VIVA SUPERCENTRO C.A.;CARACAS;AV PRINCIPAL DE BOLEITA LOCAL NRO AUTOCENTRO URB BOLEITA CARACAS EDO MIRANDA;NULL;10.48731506;-66.82336390;NO
J306689591      ;CAUCHOS SANTA FE, C.A.;CARACAS;CTRA VIEJA BARUTA LOCAL NRO 5 URB.SANTA FE SUR - CARACAS EDO.MIRANDA;NULL;10.46469532;-66.86393174;NO